district,year,lat,lng,murder,robbery,thefts,vehicle_theft,burglary,cheating,rape,crime_score
Etawah,2022,26.78,79.02,48,11,136,236,46,114,19,1725
Ayodhya,2022,26.79,82.19,46,6,202,210,70,9,52,1776
Fatehpur,2022,25.93,80.81,32,12,155,154,75,22,24,1369
Firozabad,2022,27.15,78.4,89,31,360,501,119,0,133,3814
Lucknow,2022,26.85,80.95,147,257,5500,1513,430,1863,161,23123
Ghaziabad,2022,28.67,77.45,107,82,1406,2642,189,432,103,13547
Ghazipur,2022,25.58,83.58,40,22,239,169,105,101,25,1915
Gonda,2022,27.13,81.97,30,10,127,141,66,186,27,1572
Gorakhpur,2022,26.76,83.37,71,42,410,580,280,210,107,4878
Hamirpur,2022,25.95,80.15,20,10,80,41,51,41,17,743
Hapur,2022,28.73,77.78,33,10,251,212,63,108,25,1873
Hardoi,2022,27.4,80.13,41,11,110,115,65,118,47,1480
Hathras,2022,27.59,78.05,37,26,151,201,53,22,41,1602
Jalaun,2022,26.14,79.35,19,10,70,140,57,35,18,1026
Jaunpur,2022,25.75,82.67,48,15,149,300,86,97,120,2550
Jhansi,2022,25.45,78.57,35,7,96,184,35,67,43,1401
Kannauj,2022,27.05,79.92,58,6,140,85,41,8,43,1203
Kanpur Dehat,2022,26.41,79.79,33,16,120,104,55,45,10,1086
Kanpur Nagar,2022,26.46,80.33,81,16,411,824,198,451,86,5689
Kasganj,2022,27.81,78.65,37,11,84,140,58,37,50,1315
Kaushambi,2022,25.54,81.38,34,15,75,84,62,33,45,1109
Kheri,2022,27.9,80.77,73,25,96,161,49,59,94,1875
Kushinagar,2022,26.74,83.88,39,8,127,270,103,36,21,1777
Lalitpur,2022,24.69,78.41,13,3,65,65,11,0,27,570
Mahrajganj,2022,27.18,83.56,21,4,64,118,52,19,22,907
Mahoba,2022,25.29,79.87,8,8,51,50,47,31,13,592
Mainpuri,2022,27.23,79.02,40,22,146,188,50,0,23,1409
Mathura,2022,27.5,77.67,84,117,748,1074,143,0,87,6470
Mau,2022,25.94,83.56,25,27,138,149,60,51,46,1468
Meerut,2022,28.99,77.7,97,46,1091,798,171,0,103,6273
Mirzapur,2022,25.15,82.57,26,4,113,113,46,18,19,980
Moradabad,2022,28.84,78.78,36,9,263,443,58,0,23,2360
Muzaffarnagar,2022,29.47,77.7,54,23,231,197,51,31,64,1950
Pilibhit,2022,28.63,79.8,67,29,130,82,51,258,155,2401
Pratapgarh,2022,25.9,81.98,84,46,191,364,185,176,74,3355
Rae Bareli,2022,26.23,81.24,32,10,147,114,93,88,30,1441
Rampur,2022,28.81,79.03,35,19,97,202,36,0,109,1704
Saharanpur,2022,29.97,77.55,33,11,205,156,38,92,29,1530
Sambhal,2022,28.59,78.58,55,27,192,135,52,93,87,1949
Sant Kabir Nagar,2022,26.79,83.03,22,6,65,61,41,40,42,860
Shahjahanpur,2022,27.88,79.91,56,1,61,64,23,53,29,918
Shamli,2022,29.45,77.31,24,29,137,171,38,0,34,1307
Shrawasti,2022,27.44,82.06,12,13,62,31,32,39,41,708
Siddharthnagar,2022,27.3,83.05,20,5,66,65,49,84,42,972
Sitapur,2022,27.56,80.68,64,51,120,144,55,126,14,1683
Sonbhadra,2022,24.69,83.07,42,8,123,65,50,81,62,1305
Bhadohi,2022,25.39,82.57,17,11,74,84,27,52,9,759
Sultanpur,2022,26.26,82.07,52,45,298,317,119,56,51,2711
Unnao,2022,26.55,80.49,45,23,163,153,79,36,31,1566
Varanasi,2022,25.32,83.01,45,26,222,857,161,207,61,4546
Farrukhabad,2022,27.39,79.57,51,27,86,68,48,79,38,1231
Gautam Buddha Nagar,2022,28.53,77.39,53,39,1064,1428,117,136,29,7601
