"id","year","state_name","state_code","district_name","district_code","registration_circles","murder","attempt_to_commit_murder","culpable_homicide_not_amounting_to_murder","attempt_to_commit_culpable_homicide","rape","attempt_to_commit_rape","kidnapping_and_abduction","dacoity","mkng_preparation_and_assembly_for_comm_dacoity","robbery","criminal_trespass_or_burglary","theft","unlawful_assembly","riots","criminal_breach_of_trust","cheating","forgery","counterfeiting","arson","grievous_hurt","dowry_deaths","assault_on_women","insult_to_the_modesty_of_women","cruelty_by_husband_or_his_relatives","importation_of_girls_from_foreign_country","causing_death_by_negligence","offences_against_state","offences_promoting_enmity_between_diff_grp","extortion","disclosure_of_identity_of_victims","incidence_of_rash_driving","human_trafficking","unnatural_offence","other_ipc_crimes"
224,"2016","Himachal Pradesh","2","Shimla","23","G. R. P.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
225,"2016","Himachal Pradesh","2","Hamirpur","17","Hamirpur",4.0,4.0,0.0,0.0,13.0,0.0,14.0,0.0,0.0,0.0,23.0,6.0,6.0,11.0,3.0,17.0,2.0,0.0,15.0,41.0,1.0,25.0,4.0,12.0,0.0,34.0,0.0,0.0,0.0,0.0,108.0,0.0,3.0,356.0
226,"2016","Himachal Pradesh","2","Kangra","18","Kangra",21.0,15.0,0.0,1.0,41.0,2.0,48.0,0.0,0.0,0.0,122.0,79.0,0.0,69.0,16.0,55.0,12.0,0.0,19.0,82.0,0.0,65.0,18.0,39.0,0.0,133.0,0.0,0.0,0.0,0.0,403.0,0.0,4.0,1171.0
227,"2016","Himachal Pradesh","2","Kinnaur","19","Kinnaur",4.0,1.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,9.0,9.0,13.0,17.0,4.0,4.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,94.0
228,"2016","Himachal Pradesh","2","Kullu","20","Kullu",6.0,2.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,34.0,30.0,0.0,15.0,3.0,12.0,0.0,0.0,6.0,16.0,0.0,24.0,1.0,15.0,0.0,64.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,364.0
229,"2016","Himachal Pradesh","2","Lahul And Spiti","21","Lahaul  And Spiti",0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,78.0
230,"2016","Himachal Pradesh","2","Mandi","22","Mandi",9.0,7.0,0.0,0.0,30.0,0.0,45.0,1.0,0.0,1.0,68.0,36.0,12.0,48.0,5.0,56.0,1.0,1.0,8.0,52.0,1.0,91.0,16.0,23.0,0.0,67.0,0.0,0.0,4.0,0.0,400.0,0.0,2.0,939.0
231,"2016","Himachal Pradesh","2","Shimla","23","Shimla",17.0,5.0,0.0,0.0,28.0,0.0,43.0,0.0,0.0,0.0,69.0,58.0,6.0,52.0,30.0,46.0,10.0,0.0,10.0,30.0,0.0,44.0,2.0,25.0,0.0,143.0,1.0,0.0,1.0,0.0,360.0,0.0,2.0,1257.0
232,"2016","Himachal Pradesh","2","Sirmaur","24","Sirmaur",7.0,10.0,1.0,0.0,34.0,0.0,28.0,0.0,0.0,4.0,35.0,60.0,0.0,44.0,10.0,19.0,1.0,0.0,3.0,22.0,0.0,37.0,0.0,21.0,0.0,66.0,0.0,0.0,1.0,0.0,176.0,0.0,0.0,276.0
233,"2016","Himachal Pradesh","2","Solan","25","Solan",9.0,3.0,0.0,0.0,13.0,0.0,16.0,0.0,0.0,1.0,43.0,62.0,2.0,14.0,9.0,17.0,8.0,0.0,7.0,17.0,0.0,22.0,0.0,3.0,0.0,45.0,0.0,0.0,1.0,0.0,191.0,0.0,1.0,326.0
234,"2016","Himachal Pradesh","2","Una","26","Una",10.0,5.0,0.0,0.0,15.0,0.0,21.0,1.0,0.0,1.0,39.0,45.0,2.0,31.0,9.0,59.0,1.0,0.0,8.0,33.0,0.0,28.0,1.0,31.0,0.0,108.0,0.0,0.0,2.0,0.0,188.0,0.0,0.0,419.0
235,"2016","Jammu And Kashmir","1","Anantnag","1","Anantnag",6.0,93.0,0.0,0.0,6.0,2.0,63.0,0.0,0.0,4.0,74.0,89.0,0.0,276.0,3.0,17.0,0.0,0.0,36.0,0.0,0.0,84.0,11.0,10.0,0.0,22.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,405.0
236,"2016","Jammu And Kashmir","1","Pulwama","11","Awantipora",4.0,13.0,0.0,0.0,4.0,0.0,22.0,0.0,0.0,2.0,10.0,32.0,0.0,136.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,43.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,150.0
237,"2016","Jammu And Kashmir","1","Bandipora","623","Bandipora",6.0,8.0,0.0,0.0,4.0,0.0,26.0,0.0,0.0,1.0,25.0,27.0,0.0,112.0,2.0,9.0,0.0,0.0,10.0,0.0,0.0,24.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,179.0
238,"2016","Jammu And Kashmir","1","Baramulla","3","Baramulla",5.0,14.0,2.0,0.0,6.0,0.0,45.0,0.0,0.0,2.0,69.0,70.0,0.0,388.0,3.0,23.0,0.0,0.0,15.0,3.0,0.0,87.0,14.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,172.0,0.0,3.0,329.0
239,"2016","Jammu And Kashmir","1","Budgam","2","Budgam",3.0,85.0,3.0,0.0,10.0,0.0,42.0,0.0,0.0,6.0,125.0,127.0,0.0,152.0,3.0,7.0,4.0,1.0,16.0,1.0,0.0,50.0,3.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,342.0
240,"2016","Jammu And Kashmir","1","Jammu","5","Crime Jammu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,"2016","Jammu And Kashmir","1","Jammu","5","Crime Srinagar",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
242,"2016","Jammu And Kashmir","1","Doda","4","Doda",6.0,11.0,1.0,0.0,14.0,0.0,28.0,0.0,0.0,0.0,31.0,19.0,0.0,13.0,3.0,16.0,0.0,0.0,10.0,1.0,0.0,26.0,4.0,7.0,0.0,23.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,278.0
243,"2016","Jammu And Kashmir","1","Ganderbal","626","Ganderbal",1.0,9.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0.0,17.0,26.0,0.0,69.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,81.0,0.0,11.0,0.0,9.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,209.0
244,"2016","Jammu And Kashmir","1","Kupwara","8","Handwara",8.0,9.0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,16.0,57.0,0.0,172.0,1.0,6.0,0.0,0.0,8.0,0.0,0.0,55.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,283.0
245,"2016","Jammu And Kashmir","1","Jammu","5","Jammu",30.0,72.0,0.0,0.0,43.0,0.0,115.0,0.0,0.0,3.0,192.0,412.0,0.0,61.0,17.0,117.0,0.0,3.0,17.0,12.0,2.0,120.0,27.0,91.0,0.0,155.0,0.0,0.0,0.0,0.0,1120.0,0.0,1.0,1241.0
246,"2016","Jammu And Kashmir","1","Kargil","6","Kargil",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,12.0
247,"2016","Jammu And Kashmir","1","Kathua","7","Kathua",7.0,7.0,0.0,0.0,10.0,7.0,40.0,1.0,0.0,1.0,59.0,72.0,0.0,22.0,7.0,27.0,0.0,0.0,11.0,11.0,2.0,40.0,11.0,15.0,0.0,65.0,0.0,0.0,0.0,0.0,405.0,0.0,3.0,375.0
248,"2016","Jammu And Kashmir","1","Kishtwar","620","Kishtwar",1.0,5.0,0.0,0.0,10.0,0.0,15.0,0.0,0.0,0.0,21.0,13.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,18.0,3.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,116.0
249,"2016","Jammu And Kashmir","1","Kulgam","622","Kulgam",5.0,13.0,0.0,0.0,6.0,0.0,42.0,3.0,0.0,11.0,45.0,45.0,0.0,208.0,3.0,9.0,0.0,1.0,13.0,0.0,0.0,82.0,7.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,134.0,0.0,2.0,245.0
250,"2016","Jammu And Kashmir","1","Kupwara","8","Kupwara",9.0,32.0,1.0,0.0,14.0,0.0,37.0,0.0,0.0,0.0,26.0,44.0,0.0,345.0,2.0,5.0,0.0,0.0,10.0,0.0,0.0,20.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,109.0,0.0,2.0,243.0
251,"2016","Jammu And Kashmir","1","Leh Ladakh","9","Leh",1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,15.0
252,"2016","Jammu And Kashmir","1","Poonch","10","Poonch",4.0,17.0,2.0,0.0,11.0,0.0,32.0,0.0,0.0,0.0,25.0,23.0,0.0,53.0,2.0,17.0,0.0,0.0,8.0,62.0,0.0,38.0,3.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,184.0,0.0,2.0,302.0
253,"2016","Jammu And Kashmir","1","Pulwama","11","Pulwama",7.0,20.0,0.0,0.0,2.0,0.0,18.0,1.0,0.0,5.0,28.0,32.0,0.0,220.0,0.0,5.0,0.0,1.0,5.0,58.0,0.0,27.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,94.0
254,"2016","Jammu And Kashmir","1","Jammu","5","Railways Jammu",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
255,"2016","Jammu And Kashmir","1","Jammu","5","Railways Kashmir",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
256,"2016","Jammu And Kashmir","1","Reasi","627","Railways Katra",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
257,"2016","Jammu And Kashmir","1","Rajouri","12","Rajouri",11.0,34.0,4.0,0.0,37.0,1.0,49.0,1.0,0.0,0.0,53.0,71.0,0.0,21.0,2.0,12.0,9.0,0.0,16.0,14.0,0.0,54.0,9.0,39.0,0.0,46.0,5.0,0.0,0.0,0.0,316.0,0.0,1.0,744.0
258,"2016","Jammu And Kashmir","1","Ramban","621","Ramban",2.0,6.0,0.0,0.0,13.0,0.0,17.0,0.0,0.0,0.0,15.0,25.0,0.0,4.0,4.0,6.0,6.0,0.0,1.0,3.0,0.0,23.0,5.0,5.0,0.0,55.0,4.0,0.0,0.0,0.0,192.0,0.0,0.0,199.0
259,"2016","Jammu And Kashmir","1","Reasi","627","Reasi",2.0,5.0,0.0,0.0,11.0,1.0,18.0,0.0,0.0,0.0,28.0,27.0,0.0,5.0,0.0,15.0,0.0,0.0,2.0,5.0,0.0,16.0,0.0,4.0,0.0,26.0,4.0,0.0,0.0,0.0,222.0,0.0,2.0,221.0
260,"2016","Jammu And Kashmir","1","Samba","624","Samba",3.0,15.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,4.0,36.0,48.0,0.0,15.0,2.0,11.0,0.0,0.0,1.0,4.0,2.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,183.0
261,"2016","Jammu And Kashmir","1","Shopian","625","Shopian",1.0,45.0,0.0,0.0,7.0,0.0,18.0,0.0,0.0,3.0,12.0,67.0,0.0,181.0,8.0,10.0,0.0,0.0,7.0,0.0,0.0,56.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,131.0
262,"2016","Jammu And Kashmir","1","Bandipora","623","Sopore",3.0,19.0,0.0,0.0,2.0,0.0,32.0,0.0,0.0,7.0,41.0,94.0,0.0,531.0,5.0,18.0,0.0,1.0,7.0,0.0,0.0,79.0,5.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,79.0,0.0,1.0,167.0
263,"2016","Jammu And Kashmir","1","Srinagar","13","Srinagar",10.0,27.0,6.0,0.0,8.0,1.0,55.0,0.0,0.0,9.0,211.0,308.0,0.0,409.0,6.0,56.0,0.0,0.0,55.0,4.0,0.0,163.0,23.0,42.0,0.0,49.0,3.0,5.0,0.0,0.0,275.0,0.0,2.0,897.0
264,"2016","Jammu And Kashmir","1","Udhampur","14","Udhampur",5.0,12.0,3.0,0.0,20.0,2.0,29.0,0.0,0.0,0.0,60.0,67.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,5.0,0.0,32.0,14.0,28.0,0.0,58.0,0.0,0.0,0.0,0.0,414.0,0.0,3.0,372.0
265,"2016","Jharkhand","20","Bokaro","322","Bokaro",54.0,2.0,0.0,0.0,64.0,5.0,84.0,11.0,0.0,29.0,123.0,624.0,0.0,109.0,3.0,187.0,26.0,0.0,16.0,0.0,15.0,24.0,0.0,69.0,0.0,2.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,1109.0
266,"2016","Jharkhand","20","West Singhbhum","343","Chaibasa",104.0,5.0,0.0,0.0,74.0,0.0,27.0,11.0,0.0,14.0,18.0,118.0,0.0,8.0,10.0,18.0,16.0,1.0,1.0,14.0,3.0,4.0,0.0,18.0,0.0,83.0,0.0,0.0,6.0,0.0,73.0,4.0,0.0,137.0
267,"2016","Jharkhand","20","Chatra","323","Chatra",51.0,0.0,0.0,0.0,25.0,0.0,38.0,8.0,0.0,22.0,37.0,139.0,0.0,117.0,0.0,82.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,24.0,0.0,60.0,0.0,0.0,19.0,0.0,62.0,0.0,0.0,659.0
268,"2016","Jharkhand","20","Deoghar","324","Deoghar",54.0,39.0,5.0,0.0,55.0,4.0,94.0,9.0,0.0,28.0,112.0,417.0,8.0,108.0,12.0,45.0,60.0,0.0,12.0,181.0,23.0,107.0,1.0,110.0,0.0,103.0,0.0,0.0,43.0,0.0,113.0,0.0,1.0,910.0
269,"2016","Jharkhand","20","Dhanbad","325","Dhanbad",74.0,58.0,0.0,0.0,110.0,49.0,159.0,21.0,2.0,30.0,169.0,929.0,7.0,58.0,74.0,168.0,195.0,0.0,20.0,32.0,30.0,129.0,2.0,71.0,0.0,65.0,0.0,0.0,42.0,0.0,394.0,0.0,0.0,1284.0
270,"2016","Jharkhand","20","Dhanbad","325","Dhanbad Railway",11.0,5.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,9.0,8.0,303.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,42.0
271,"2016","Jharkhand","20","Dumka","326","Dumka",48.0,8.0,0.0,0.0,27.0,6.0,37.0,8.0,0.0,18.0,45.0,195.0,0.0,42.0,1.0,39.0,2.0,2.0,0.0,21.0,14.0,14.0,0.0,25.0,0.0,110.0,0.0,0.0,14.0,0.0,165.0,0.0,0.0,600.0
272,"2016","Jharkhand","20","Garhwa","328","Garhwa",59.0,0.0,0.0,0.0,48.0,13.0,72.0,2.0,0.0,20.0,35.0,125.0,0.0,207.0,0.0,171.0,0.0,0.0,0.0,2.0,15.0,47.0,0.0,51.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1131.0
273,"2016","Jharkhand","20","Giridih","329","Giridih",74.0,99.0,0.0,0.0,60.0,17.0,82.0,23.0,0.0,35.0,83.0,367.0,0.0,267.0,20.0,66.0,21.0,0.0,14.0,19.0,34.0,27.0,0.0,70.0,0.0,158.0,0.0,0.0,56.0,0.0,85.0,0.0,0.0,1362.0
274,"2016","Jharkhand","20","Godda","330","Godda",54.0,0.0,0.0,0.0,46.0,0.0,66.0,6.0,0.0,20.0,68.0,194.0,0.0,98.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,637.0
275,"2016","Jharkhand","20","Gumla","331","Gumla",148.0,36.0,3.0,0.0,54.0,3.0,67.0,6.0,0.0,22.0,24.0,203.0,0.0,11.0,2.0,31.0,13.0,0.0,11.0,0.0,3.0,12.0,0.0,7.0,0.0,118.0,0.0,0.0,39.0,0.0,66.0,59.0,1.0,191.0
276,"2016","Jharkhand","20","Hazaribagh","332","Hazaribagh",55.0,66.0,1.0,0.0,54.0,12.0,111.0,23.0,4.0,27.0,116.0,539.0,6.0,148.0,3.0,262.0,6.0,0.0,20.0,131.0,13.0,22.0,0.0,41.0,0.0,208.0,0.0,0.0,31.0,0.0,111.0,0.0,0.0,855.0
277,"2016","Jharkhand","20","East Singhbum","327","Jamshedpur",93.0,29.0,4.0,0.0,67.0,15.0,70.0,4.0,0.0,33.0,167.0,991.0,0.0,119.0,37.0,635.0,34.0,0.0,22.0,731.0,20.0,40.0,0.0,98.0,0.0,174.0,0.0,0.0,35.0,0.0,0.0,0.0,3.0,363.0
278,"2016","Jharkhand","20","East Singhbum","327","Jamshedpur Railway",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,120.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,18.0
279,"2016","Jharkhand","20","Jamtara","333","Jamtara",15.0,60.0,3.0,0.0,19.0,13.0,33.0,5.0,0.0,12.0,26.0,152.0,21.0,97.0,6.0,51.0,22.0,0.0,3.0,25.0,9.0,62.0,0.0,57.0,0.0,28.0,0.0,0.0,20.0,0.0,30.0,1.0,0.0,115.0
280,"2016","Jharkhand","20","Khunti","606","Khunti",67.0,23.0,0.0,0.0,21.0,0.0,9.0,0.0,0.0,14.0,12.0,59.0,0.0,4.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,59.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,50.0
281,"2016","Jharkhand","20","Koderma","334","Koderma",24.0,21.0,0.0,0.0,14.0,0.0,38.0,4.0,0.0,9.0,27.0,114.0,420.0,47.0,0.0,118.0,0.0,0.0,1.0,14.0,12.0,0.0,0.0,19.0,0.0,65.0,0.0,0.0,3.0,0.0,63.0,0.0,0.0,243.0
282,"2016","Jharkhand","20","Latehar","335","Latehar",42.0,0.0,0.0,0.0,25.0,0.0,33.0,9.0,0.0,13.0,12.0,102.0,0.0,23.0,0.0,15.0,34.0,0.0,2.0,0.0,4.0,10.0,0.0,10.0,0.0,63.0,0.0,0.0,8.0,0.0,73.0,5.0,0.0,218.0
283,"2016","Jharkhand","20","Lohardaga","336","Lohardagga",36.0,17.0,0.0,0.0,46.0,0.0,32.0,2.0,0.0,14.0,14.0,121.0,0.0,26.0,7.0,36.0,0.0,0.0,0.0,2.0,5.0,14.0,0.0,10.0,0.0,74.0,0.0,0.0,10.0,0.0,38.0,0.0,0.0,140.0
284,"2016","Jharkhand","20","Pakur","337","Pakur",24.0,74.0,8.0,0.0,43.0,9.0,22.0,5.0,0.0,7.0,16.0,151.0,0.0,5.0,7.0,28.0,0.0,0.0,0.0,10.0,3.0,41.0,0.0,63.0,0.0,57.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,187.0
285,"2016","Jharkhand","20","Palamu","338","Palamu",93.0,94.0,4.0,0.0,26.0,2.0,47.0,12.0,0.0,51.0,53.0,158.0,0.0,87.0,32.0,39.0,28.0,0.0,5.0,94.0,33.0,12.0,0.0,19.0,0.0,93.0,0.0,0.0,14.0,0.0,81.0,0.0,0.0,835.0
286,"2016","Jharkhand","20","Ramgarh","607","Ramgarh",32.0,49.0,2.0,5.0,17.0,14.0,47.0,7.0,0.0,22.0,67.0,254.0,9.0,9.0,29.0,30.0,21.0,0.0,5.0,7.0,8.0,40.0,0.0,15.0,0.0,135.0,0.0,0.0,14.0,0.0,49.0,0.0,0.0,231.0
287,"2016","Jharkhand","20","Ranchi","339","Ranchi",123.0,92.0,0.0,0.0,103.0,0.0,64.0,21.0,5.0,68.0,92.0,481.0,34.0,66.0,22.0,65.0,57.0,0.0,5.0,72.0,6.0,0.0,0.0,38.0,0.0,105.0,0.0,0.0,42.0,0.0,357.0,56.0,0.0,492.0
288,"2016","Jharkhand","20","Sahebganj","340","Sahebganj",33.0,61.0,1.0,0.0,53.0,15.0,43.0,4.0,1.0,8.0,17.0,107.0,0.0,54.0,7.0,64.0,5.0,5.0,2.0,0.0,2.0,10.0,0.0,109.0,0.0,39.0,0.0,0.0,2.0,0.0,54.0,3.0,0.0,585.0
289,"2016","Jharkhand","20","Saraikela Kharsawan","341","Saraikela",73.0,45.0,0.0,1.0,28.0,2.0,26.0,0.0,0.0,18.0,51.0,273.0,11.0,9.0,8.0,40.0,25.0,0.0,1.0,5.0,8.0,33.0,9.0,37.0,0.0,130.0,0.0,0.0,48.0,0.0,71.0,3.0,0.0,171.0
290,"2016","Jharkhand","20","Simdega","342","Simdega",66.0,2.0,0.0,0.0,28.0,0.0,6.0,4.0,0.0,5.0,8.0,49.0,0.0,2.0,11.0,25.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,22.0,0.0,116.0,18.0,0.0,139.0
291,"2016","Karnataka","29","Bagalkote","524","Bagalkot",37.0,47.0,1.0,0.0,27.0,0.0,39.0,5.0,0.0,15.0,77.0,242.0,0.0,139.0,7.0,76.0,11.0,1.0,10.0,26.0,3.0,101.0,0.0,54.0,0.0,342.0,1.0,0.0,0.0,0.0,534.0,0.0,0.0,288.0
292,"2016","Karnataka","29","Bengaluru Urban","525","Bengaluru City",229.0,590.0,20.0,1.0,321.0,3.0,974.0,101.0,340.0,789.0,1647.0,10578.0,19.0,524.0,105.0,3309.0,52.0,39.0,137.0,220.0,57.0,820.0,51.0,489.0,0.0,943.0,3.0,4.0,151.0,2.0,4546.0,6.0,2.0,18725.0
293,"2016","Karnataka","29","Bengaluru Urban","525","Bengaluru District",72.0,76.0,6.0,0.0,59.0,0.0,178.0,10.0,26.0,96.0,289.0,737.0,0.0,261.0,34.0,343.0,20.0,2.0,25.0,16.0,6.0,124.0,0.0,101.0,0.0,670.0,0.0,0.0,0.0,0.0,1682.0,0.0,0.0,951.0
294,"2016","Karnataka","29","Belagavi","527","Belagavi District",73.0,101.0,1.0,0.0,65.0,0.0,64.0,6.0,1.0,20.0,140.0,220.0,0.0,370.0,22.0,128.0,12.0,1.0,12.0,110.0,2.0,180.0,3.0,130.0,0.0,629.0,0.0,0.0,4.0,0.0,1407.0,0.0,1.0,675.0
295,"2016","Karnataka","29","Ballari","528","Ballari",39.0,78.0,3.0,4.0,62.0,0.0,104.0,5.0,2.0,46.0,165.0,274.0,0.0,246.0,23.0,163.0,9.0,0.0,5.0,9.0,9.0,126.0,6.0,46.0,0.0,337.0,0.0,0.0,2.0,0.0,835.0,0.0,0.0,528.0
296,"2016","Karnataka","29","Bidar","529","Bidar",50.0,84.0,1.0,63.0,17.0,4.0,51.0,2.0,6.0,24.0,117.0,196.0,0.0,159.0,11.0,60.0,2.0,0.0,12.0,43.0,8.0,78.0,5.0,89.0,0.0,271.0,0.0,0.0,8.0,0.0,1101.0,0.0,0.0,1102.0
297,"2016","Karnataka","29","Vijayapura","530","Vijayapura",75.0,65.0,1.0,0.0,50.0,0.0,58.0,7.0,6.0,28.0,117.0,253.0,0.0,225.0,5.0,77.0,7.0,0.0,6.0,54.0,3.0,102.0,3.0,114.0,0.0,374.0,0.0,0.0,0.0,0.0,791.0,0.0,0.0,540.0
298,"2016","Karnataka","29","Chikkaballapura","630","Chikkaballapura",38.0,52.0,0.0,0.0,73.0,0.0,50.0,1.0,4.0,34.0,88.0,177.0,0.0,218.0,5.0,78.0,8.0,1.0,14.0,13.0,6.0,63.0,0.0,21.0,0.0,242.0,0.0,0.0,6.0,0.0,483.0,0.0,0.0,597.0
299,"2016","Karnataka","29","Chamarajanagara","531","Chamarajnagar",26.0,62.0,0.0,0.0,20.0,1.0,23.0,2.0,0.0,14.0,56.0,103.0,27.0,97.0,2.0,108.0,2.0,0.0,5.0,12.0,3.0,123.0,0.0,16.0,0.0,141.0,0.0,0.0,0.0,0.0,425.0,1.0,0.0,442.0
300,"2016","Karnataka","29","Chikkamagaluru","532","Chikkamagaluru",32.0,65.0,6.0,0.0,50.0,0.0,52.0,14.0,1.0,33.0,118.0,219.0,0.0,125.0,4.0,84.0,11.0,0.0,12.0,20.0,5.0,209.0,2.0,74.0,0.0,204.0,0.0,0.0,0.0,0.0,753.0,0.0,0.0,819.0
301,"2016","Karnataka","29","Chitradurga","533","Chitradurga",32.0,34.0,2.0,0.0,32.0,0.0,109.0,6.0,0.0,55.0,116.0,307.0,0.0,209.0,10.0,80.0,9.0,2.0,10.0,10.0,12.0,239.0,2.0,55.0,0.0,364.0,0.0,0.0,0.0,0.0,1429.0,0.0,0.0,825.0
302,"2016","Karnataka","29","Dakshina Kannada","534","Dakshina Kannada",18.0,28.0,0.0,0.0,34.0,0.0,19.0,8.0,3.0,21.0,93.0,179.0,0.0,100.0,7.0,62.0,7.0,2.0,4.0,8.0,0.0,65.0,5.0,19.0,0.0,170.0,0.0,1.0,1.0,0.0,831.0,0.0,1.0,424.0
303,"2016","Karnataka","29","Davangere","535","Davanagere",40.0,35.0,0.0,0.0,42.0,0.0,83.0,2.0,2.0,27.0,117.0,282.0,0.0,232.0,7.0,95.0,13.0,0.0,13.0,44.0,3.0,182.0,0.0,62.0,0.0,301.0,1.0,1.0,4.0,0.0,907.0,0.0,0.0,497.0
304,"2016","Karnataka","29","Dharwad","536","Dharwad",21.0,29.0,0.0,0.0,13.0,0.0,23.0,2.0,0.0,8.0,33.0,96.0,0.0,99.0,2.0,29.0,2.0,1.0,1.0,22.0,1.0,29.0,0.0,29.0,0.0,175.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,173.0
